dummy[]	data[]
9338	-1.897
9339	-2.429
9340	-1.25
9341	-1.853
9342	-1.501
9343	-1.444
9344	-2.352
9345	-1.976
9346	-1.646
9347	-1.379
9348	-1.085
9349	-3.348
9350	-1.186
9351	-1.961
9352	-3.134
9353	-0.9773
9354	-3.31
9355	-0.6409
9356	-2.578
9357	-2.088
9358	-2.602
9359	-1.027
9360	-1.539
9361	-1.78
9362	-1.268
9363	-1.702
9364	-1.484
9365	-2.309
9366	-1.314
9367	-1.94
9368	-2.371
9369	-1.709
9370	-1.525
9371	-0.956
9372	-2.032
9373	-2.243
9374	-1.296
9375	-1.276
9376	-1.507
9377	-1.642
9378	-1.353
9379	-2.184
9380	-1.548
9381	-1.643
9382	-1.617
9383	-1.06
9384	-1.791
9385	-1.297
9386	-1.913
9387	-1.344
9388	-1.924
9389	-1.832
9390	-1.775
9391	-1.611
9392	-1.318
9393	-1.555
9394	-2.522
9395	-1.353
9396	-1.805
9397	-2.053
9398	-1.66
9399	-2.156
9400	-1.055
9401	-2.195
9402	-2.215
9403	-1.728
9404	-2.505
9405	-1.105
9406	-1.335
9407	-1.636
9408	-1.193
9409	-1.431
9410	-2.03
9411	-1.367
9412	-1.12
9413	-1.287
9414	-1.835
9415	-1.514
9416	-2.846
9417	-0.7732
9418	-0.786
9419	-2.021
9420	-1.901
9421	-1.743
9422	-1.522
9423	-2.143
9424	-2.707
9425	-1.458
9426	-1.641
9427	-2.092
9428	-1.779
9429	-1.593
9430	-1.428
9431	-1.598
9432	-2.596
9433	-1.661
9434	-1.749
9435	-1.697
9436	-1.032
9437	-1.901
9438	-0.8911
9439	-1.909
9440	-1.321
9441	-0.8036
9442	-1.834
9443	-1.512
9444	-1.67
9445	-1.204
9446	-1.674
9447	-0.5949
9448	-1.807
9449	-0.6712
9450	-1.859
9451	-1.4
9452	-2.465
9453	-1.912
9454	-0.9899
9455	-1.914
9456	-2.084
9457	-0.932
9458	-1.766
9459	-1.132
9460	-1.101
9461	-1.147
9462	-1.58
9463	-1.385
9464	-2.074
9465	-1.743
9466	-2.012
9467	-1.642
9468	-2.657
9469	-1.374
9470	-1.407
9471	-1.423
9472	-1.444
9473	-2.114
9474	-1.913
9475	-1.249
9476	-1.32
9477	-2.209
9478	-2.703
9479	-1.295
9480	-1.631
9481	-1.027
9482	-1.486
9483	-2.573
9484	-2.292
9485	-1.588
9486	-0.4864
9487	-1.014
9488	-1.564
9489	-1.748
9490	-1.324
9491	-2.087
9492	-2.26
9493	-0.2289
9494	-1.626
9495	-2.19
9496	-1.458
9497	-1.583
9498	-1.557
9499	-1.57
9500	-2.142
9501	-0.5703
9502	-2.015
9503	-1.644
9504	-2.333
9505	-1.378
9506	-1.68
9507	-3.037
9508	-1.608
9509	-2.01
9510	-2.175
9511	-0.8798
9512	-1.654
9513	-1.572
9514	-1.574
9515	-1.489
9516	-2.397
9517	-1.26
9518	-0.6792
9519	-1.606
9520	-1.96
9521	-1.275
9522	-2.102
9523	-1.947
9524	-1.288
9525	-0.2987
9526	-1.327
9527	-2.397
9528	-1.276
9529	-0.9383
9530	-1.911
9531	-2.43
9532	-1.469
9533	-1.95
9534	-2.715
9535	-1.519
9536	-1.869
9537	-1.359
9538	-1.233
9539	-2.056
9540	-1.216
9541	-0.8862
9542	-1.592
9543	-0.7854
9544	-0.6026
9545	-1.257
9546	-1.373
9547	-2.096
9548	-1.663
9549	-1.535
9550	-1.188
9551	-1.721
9552	-0.4568
9553	-0.7504
9554	-2.113
9555	-2.25
9556	-1.35
9557	-1.668
9558	-2.209
9559	-1.973
9560	-1.034
9561	-0.8682
9562	-1.907
9563	-1.746
9564	-0.8661
9565	-1.006
9566	-1.214
9567	-1.581
9568	-1.027
9569	-1.433
9570	-1.142
9571	-1.239
9572	-1.96
9573	-1.292
9574	-1.154
9575	-1.867
9576	-2.029
9577	-1.798
9578	-1.331
9579	-1.153
9580	-1.842
9581	-2.738
9582	-0.8164
9583	-1.624
9584	-2.018
9585	-1.526
9586	-0.8277
9587	-1.291
9588	-2.798
9589	-2.063
9590	-1.778
9591	-1.409
9592	-1.6
9593	-2.088
9594	-2.72
9595	-1.282
9596	-2.048
9597	-1.104
9598	-0.9478
9599	-1.77
9600	-3.116
9601	-2.146
9602	-1.809
9603	-1.402
9604	-1.46
9605	-1.404
9606	-2.362
9607	-1.477
9608	-2.73
9609	-0.8502
9610	-1.555
9611	-2.563
9612	-2.302
9613	-2.182
9614	-2.285
9615	-1.381
9616	-1.007
9617	-1.118
9618	-1.235
9619	-1.477
9620	-2.154
9621	-1.803
9622	-2.191
9623	-1.696
9624	-0.8877
9625	-1.418
9626	-0.8195
9627	-2.671
9628	-2.342
9629	-1.152
9630	-0.3914
9631	-1.668
9632	-2.175
9633	-2.151
9634	-0.863
9635	-1.051
9636	-1.25
9637	-1.597
9638	-1.066
9639	-1.09
9640	-0.7337
9641	-2.041
9642	-2.074
9643	-2.27
9644	-1.353
9645	-1.525
9646	-1.797
9647	-1.463
9648	-0.8405
9649	-1.942
9650	-2.489
9651	-0.9388
9652	-1.547
9653	-2.052
9654	-1.619
9655	-0.6857
9656	-1.387
9657	-2.036
9658	-1.826
9659	-1.961
9660	-2.421
9661	-1.174
9662	-1.658
9663	-3.058
9664	-0.8514
9665	-2.141
9666	-1.571
9667	-2.041
9668	-0.8718
9669	-0.7867
9670	-1.22
9671	-1.617
9672	-0.6436
9673	-1.835
9674	-1.02
9675	-0.6065
9676	-1.921
9677	-1.873
9678	-1.507
9679	-2.501
9680	-1.189
9681	-0.5616
9682	-2.042
9683	-1.619
9684	-1.887
9685	-1.774
9686	-1.835
9687	-1.94
9688	-0.04019
9689	-2.608
9690	-0.6148
9691	-1.801
9692	-2.406
9693	-2.265
9694	-0.9299
9695	-1.711
9696	-1.668
9697	-0.2324
9698	-1.506
9699	-0.7659
9700	-1.752
9701	-1.495
9702	-1.218
9703	-2.094
9704	-1.271
9705	-2.185
9706	-1.256
9707	-1.216
9708	-3.003
9709	-1.325
9710	-1.736
9711	-1.25
9712	-0.9512
9713	-1.035
9714	-0.6781
9715	-1.206
9716	-2.232
9717	-1.747
9718	-1.577
9719	-1.795
9720	-1.12
9721	-2.156
9722	-0.4464
9723	-1.703
9724	-1.144
9725	-1.994
9726	-1.405
9727	-2.052
9728	-1.566
9729	-1.66
9730	-0.8326
9731	-1.858
9732	-1.961
9733	-1.958
9734	-0.5297
9735	-1.524
9736	-2.924
9737	-1.598
9738	-1.515
9739	-1.392
9740	-1.899
9741	-2.016
9742	-2.812
9743	-0.9501
9744	-1.614
9745	-1.175
9746	0.02923
9747	-1.557
9748	-1.125
9749	-1.189
9750	-1.094
9751	-1.363
9752	-1.065
9753	-1.282
9754	-1.607
9755	-1.268
9756	-1.24
9757	-0.4147
9758	-1.383
9759	-2.467
9760	-1.627
9761	-1.335
9762	-2.12
9763	-2.785
9764	-1.775
9765	-1.434
9766	-0.1324
9767	-1.786
9768	-2.244
9769	-1.406
9770	-1.028
9771	-1.95
9772	-0.9647
9773	-0.8959
9774	-1.697
9775	-1.666
9776	-1.981
9777	-1.201
9778	-1.65
9779	-2.308
9780	-1.705
9781	-0.8872
9782	-1.623
9783	-0.9076
9784	-1.892
9785	-2.309
9786	-1.096
9787	-1.089
9788	-1.661
9789	-1.066
9790	-2.248
9791	-0.8426
9792	-1.541
9793	-2.02
9794	-0.8788
9795	-1.917
9796	-1.377
9797	-1.598
9798	-0.437
9799	-1.615
9800	-1.766
9801	-1.971
9802	-1.446
9803	-1.679
9804	-1.402
9805	-1.762
9806	-0.1521
9807	-1.491
9808	-1.159
9809	-1.055
9810	-1.376
9811	-0.4459
9812	-1.563
9813	-2.622
9814	-2.277
9815	-0.7695
9816	-2.364
9817	-1.14
9818	-1.594
9819	-1.333
9820	-1.868
9821	-1.733
9822	-0.7775
9823	-1.014
9824	-0.8314
9825	-2.719
9826	-1.344
9827	-1.402
9828	-2.268
9829	-0.5395
9830	-1.153
9831	-1.206
9832	-1.982
9833	-0.9942
9834	-1.316
9835	-1.153
9836	-2.691
9837	-2.661
9838	-1.442
9839	-1.668
9840	-1.497
9841	-0.7484
9842	-1.191
9843	-1.853
9844	-0.3878
9845	-1.322
9846	-0.8112
9847	-1.603
9848	-1.495
9849	-1.04
9850	-0.807
9851	-1.814
9852	-1.886
9853	-3.174
9854	-2.624
9855	-1.864
9856	-1.8
9857	-2.253
9858	-1.164
9859	-2.216
9860	-0.4742
9861	-1.567
9862	-2.385
9863	-2.881
9864	-0.7469
9865	-1.254
9866	-1.438
9867	-1.127
9868	-1.428
9869	-3.0
9870	-2.067
9871	-1.42
9872	-1.952
9873	-2.42
9874	-1.971
9875	-2.943
9876	-2.011
9877	-1.252
9878	-1.867
9879	-1.447
9880	-1.157
9881	-0.7258
9882	-1.569
9883	-2.109
9884	-1.458
9885	-1.959
9886	-1.142
9887	-0.8434
9888	-2.037
9889	-1.718
9890	-2.295
9891	-1.429
9892	-1.476
9893	-0.855
9894	-2.078
9895	-1.803
9896	-1.517
9897	-2.221
9898	-2.458
9899	-1.27
9900	-1.015
9901	-1.444
9902	-2.048
9903	-2.574
9904	-0.7379
9905	-1.695
9906	-0.711
9907	-0.8884
9908	-1.265
9909	-1.44
9910	-1.402
9911	-0.6606
9912	-1.726
9913	-1.091
9914	-1.734
9915	-1.3
9916	-1.696
9917	-1.587
9918	-1.988
9919	-1.274
9920	-2.705
9921	-1.291
9922	-0.7388
9923	-0.5743
9924	-1.433
9925	-1.551
9926	-2.18
9927	-1.035
9928	-1.364
9929	-0.9038
9930	-0.9486
9931	-1.302
9932	-1.878
9933	-3.618
9934	-1.62
9935	-1.766
9936	-1.086
9937	-3.453
9938	-1.497
9939	-1.047
9940	-1.078
9941	-2.578
9942	-1.347
9943	-1.106
9944	-1.023
9945	-0.8617
9946	-0.8353
9947	-0.7007
9948	-1.865
9949	-2.295
9950	-0.1509
9951	-1.013
9952	-2.833
9953	-1.432
9954	-1.597
9955	-2.511
9956	-1.784
9957	-0.868
9958	-0.6708
9959	-1.045
9960	-1.037
9961	-1.729
9962	-1.723
9963	-0.6908
9964	-1.483
9965	-2.205
9966	-0.912
9967	-1.447
9968	-1.039
9969	-1.519
9970	-2.121
9971	-1.369
9972	-1.606
9973	-2.469
9974	-1.579
9975	-0.1611
9976	-2.604
9977	-0.9178
9978	-1.085
9979	-1.813
9980	-1.432
9981	-2.019
9982	-2.035
9983	-2.013
9984	-0.8321
9985	-0.9051
9986	-1.537
9987	-1.316
9988	-1.194
9989	-1.703
9990	-1.864
9991	-1.372
9992	-1.675
9993	-1.278
9994	-1.399
9995	-1.81
9996	-1.948
9997	-2.129
9998	-1.628
9999	-3.031
10000	-1.527
10001	-0.7876
10002	-1.502
10003	-1.32
10004	-1.636
10005	-0.4842
10006	-1.01
10007	-1.101
10008	-0.8286
10009	-2.44
10010	-1.307
10011	-1.328
10012	-1.185
10013	-1.453
10014	-1.14
10015	-1.364
10016	-1.001
10017	-0.4391
10018	-1.523
10019	-0.7789
10020	-1.772
10021	-1.716
10022	-1.899
10023	-0.4174
10024	-2.126
10025	-1.489
10026	-1.192
10027	-1.645
10028	-0.7112
10029	-1.499
10030	-1.22
10031	-2.542
10032	-1.328
10033	-2.708
10034	-0.4751
10035	-0.7245
10036	-1.934
10037	-1.996
10038	-1.687
10039	-0.8992
10040	-1.127
10041	-1.77
10042	-1.699
10043	-0.4145
10044	-3.092
10045	-1.557
10046	-1.937
10047	-1.845
10048	-2.21
10049	-1.941
10050	-1.367
10051	-0.5029
10052	-1.859
10053	-2.044
10054	-2.22
10055	-2.3
10056	-1.888
10057	-1.582
10058	-0.9862
10059	-1.508
10060	-1.073
10061	-1.455
10062	-0.8622
10063	-1.374
10064	-1.215
10065	-1.038
10066	-1.098
10067	-1.139
10068	-1.32
10069	-1.611
10070	-0.7188
10071	-2.476
10072	-1.673
10073	-1.818
10074	-1.301
10075	-2.425
10076	-1.381
10077	-1.084
10078	-1.341
10079	-2.269
10080	-1.762
10081	-2.165
10082	-2.234
10083	-1.31
10084	-1.208
10085	-2.296
10086	-1.174
10087	-1.858
10088	-2.579
10089	-1.496
10090	-1.29
10091	-0.7836
10092	-1.811
10093	-1.051
10094	-1.11
10095	-1.232
10096	-0.7917
10097	-1.318
10098	-2.716
10099	-1.775
10100	-2.102
10101	-1.725
10102	-1.662
10103	-1.806
10104	-1.368
10105	-1.716
10106	-2.157
10107	-0.1096
10108	-2.216
10109	-1.761
10110	-0.6191
10111	-1.592
10112	-2.022
10113	-2.436
10114	-0.9356
10115	-1.508
10116	-2.127
10117	-1.194
10118	-0.8529
10119	-1.336
10120	-2.342
10121	-2.399
10122	-2.221
10123	-1.289
10124	-1.276
10125	-2.221
10126	-1.792
10127	-1.036
10128	-1.329
10129	-1.987
10130	-2.137
10131	-1.155
10132	-2.704
10133	-2.193
10134	-1.256
10135	-1.067
10136	-0.6983
10137	-2.005
10138	-1.506
10139	-0.5231
10140	-1.413
10141	-2.028
10142	-1.413
10143	-0.8659
10144	-1.662
10145	-1.526
10146	-1.524
10147	-1.469
10148	-0.5832
10149	-0.4486
10150	-1.491
10151	-1.908
10152	-1.405
10153	-1.101
10154	-0.9242
10155	-1.629
10156	-0.5306
10157	-1.984
10158	-1.074
10159	-2.25
10160	-1.381
10161	-2.195
10162	-2.082
10163	-1.39
10164	-0.8603
10165	-1.544
10166	-1.394
10167	-1.527
10168	-1.335
10169	-1.239
10170	-1.966
10171	-1.134
10172	-0.7023
10173	-1.763
10174	-0.9043
10175	-1.379
10176	-1.835
10177	-2.24
10178	-1.783
10179	-1.747
10180	-1.752
10181	-1.866
10182	-1.232
10183	-1.007
10184	-1.157
10185	-1.404
10186	-1.465
10187	-1.299
10188	-2.004
10189	-2.285
10190	-2.656
10191	-1.095
10192	-1.13
10193	-1.078
10194	-1.392
10195	-1.737
10196	-2.447
10197	-1.76
10198	-1.142
10199	-0.8009
10200	-1.257
10201	-2.18
10202	-1.379
10203	-2.867
10204	-1.712
10205	-1.385
10206	-1.194
10207	-0.9265
10208	-2.116
10209	-1.56
10210	-0.5237
10211	-0.377
10212	-0.4574
10213	-1.859
10214	-1.222
10215	-0.2552
10216	-1.882
10217	-1.876
10218	-1.467
10219	-1.451
10220	-0.7617
10221	-1.969
10222	-1.829
10223	-2.437
10224	-1.085
10225	-1.589
10226	-0.02075
10227	-2.155
10228	-1.17
10229	-0.4926
10230	-2.254
10231	-1.485
10232	-1.458
10233	-1.798
10234	-1.718
10235	-0.9849
10236	-1.123
10237	-1.51
10238	-2.04
10239	-2.66
10240	-1.975
10241	-1.867
10242	-1.423
10243	-1.521
10244	-2.146
10245	-1.231
10246	-2.371
10247	-1.077
10248	-1.147
10249	-2.008
10250	-1.728
10251	-2.249
10252	-0.8809
10253	-0.7616
10254	-0.656
10255	-2.025
10256	-2.155
10257	-0.8975
10258	-1.704
10259	-0.5236
10260	-1.486
10261	-1.526
10262	-1.162
10263	-2.054
10264	-1.571
10265	-1.51
10266	-2.311
10267	-1.571
10268	-2.416
10269	-1.552
10270	-1.565
10271	-1.646
10272	-1.269
10273	-1.475
10274	-1.937
10275	-1.653
10276	-2.085
10277	-2.025
10278	-1.99
10279	-1.348
10280	-1.476
10281	-0.8414
10282	-1.406
10283	-0.7836
10284	-1.464
10285	-0.9819
10286	-1.377
10287	-1.056
10288	-1.795
10289	-2.066
10290	-0.1554
10291	-1.869
10292	-2.019
10293	-1.602
10294	-0.9445
10295	-2.067
10296	-1.534
10297	-1.521
10298	-1.96
10299	-1.462
10300	-1.335
10301	-1.715
10302	-1.887
10303	-1.056
10304	-1.792
10305	-1.475
10306	-2.306
10307	-0.932
10308	-2.363
10309	-1.07
10310	-2.504
10311	-1.888
10312	-1.858
10313	-1.502
10314	-0.9375
10315	-1.614
10316	-1.0
10317	-1.306
10318	-1.345
10319	-1.605
10320	-1.656
10321	-1.216
10322	-2.188
10323	-1.549
10324	-2.209
10325	-1.515
10326	-1.707
10327	-1.936
10328	-1.473
10329	-1.751
10330	-1.285
10331	-1.098
10332	-2.232
10333	-1.485
10334	-1.521
10335	-2.692
10336	-2.17
10337	-1.591
10338	-0.4312
10339	-1.064
10340	-1.144
10341	-0.492
10342	-1.467
10343	-1.586
10344	-1.119
10345	-1.101
10346	-1.318
10347	-1.243
10348	-1.921
10349	-2.827
10350	-1.654
10351	-2.056
10352	-0.8668
10353	-1.755
10354	-2.532
10355	-1.786
10356	-1.857
10357	-0.3291
10358	-1.735
10359	-1.697
10360	-1.992
10361	-1.358
10362	-1.565
10363	-1.149
10364	-0.7796
10365	-0.6365
10366	-1.464
10367	-1.337
10368	-2.126
10369	-0.6947
10370	-2.36
10371	-1.117
10372	-1.878
10373	-1.212
10374	-2.204
10375	-1.203
10376	-0.9363
10377	-2.469
10378	-1.345
10379	-1.402
10380	-1.235
10381	-1.566
10382	-1.571
10383	-1.561
10384	-1.886
10385	-1.507
10386	-1.608
10387	-2.823
10388	-0.7287
10389	-1.777
10390	-1.485
10391	-1.536
10392	-1.871
10393	-1.711
10394	-1.171
10395	-1.142
10396	-1.205
10397	-2.053
10398	-1.349
10399	-2.083
10400	-2.399
10401	-1.501
10402	-1.162
10403	-1.268
10404	-1.551
10405	-1.458
10406	-1.191
10407	-1.535
10408	-1.89
10409	-0.4675
10410	-1.479
10411	-2.05
10412	-1.312
10413	-2.472
10414	-1.094
10415	-0.6132
10416	-0.4976
10417	-1.619
10418	-1.184
10419	-2.27
10420	-2.043
10421	-1.888
10422	-1.242
10423	-1.619
10424	-1.677
10425	-1.807
10426	-1.901
10427	-1.657
10428	-1.131
10429	-2.422
10430	-1.442
10431	-2.1
10432	-1.462
10433	-2.479
10434	-1.726
10435	-1.83
10436	-1.5
10437	-1.389
10438	-1.965
10439	-1.802
10440	-0.6861
10441	-0.7852
10442	-0.6445
10443	-1.125
10444	-1.691
10445	-0.6901
10446	-1.907
10447	-0.9133
10448	-1.313
10449	-0.9842
10450	-2.022
10451	-1.026
10452	-2.127
10453	-1.662
10454	-1.592
10455	-2.41
10456	-1.616
10457	-0.6416
10458	-1.469
10459	-1.091
10460	-2.444
10461	-3.357
10462	-2.061
10463	-1.169
10464	-1.586
10465	-2.819
10466	-1.288
10467	-0.7487
10468	-2.031
10469	-1.214
10470	-1.677
10471	-2.347
10472	-1.017
10473	-1.105
10474	-1.403
10475	-2.923
10476	-1.17
10477	-1.635
10478	-0.09384
10479	-1.949
10480	-1.185
10481	-1.091
10482	-1.012
10483	-2.087
10484	-2.188
10485	-1.135
10486	-1.698
10487	-1.207
10488	-1.39
10489	-1.074
10490	-1.261
10491	-1.736
10492	-1.471
10493	-1.384
10494	-1.271
10495	-1.199
10496	-1.833
10497	-1.255
10498	-1.742
10499	-1.073
10500	-2.148
10501	-1.964
10502	-2.683
10503	-0.6981
10504	-2.102
10505	-1.051
10506	-2.478
10507	-1.348
10508	-0.5648
10509	-2.195
10510	-1.936
10511	-1.671
10512	-1.628
10513	-0.3296
10514	-1.8
10515	-1.517
10516	-3.052
10517	-1.62
10518	-1.871
10519	-0.944
10520	-0.4337
10521	-0.6026
10522	-0.8033
10523	-0.6827
10524	-0.6795
10525	-1.906
10526	-1.72
10527	-1.684
10528	-3.048
10529	-1.73
10530	-1.926
10531	-0.8735
10532	-2.257
10533	-1.865
10534	-0.8505
10535	-0.982
10536	-1.074
10537	-1.664
10538	-2.334
10539	-1.363
10540	-1.252
10541	-2.171
10542	-1.564
10543	-1.176
10544	-1.486
10545	-0.9839
10546	-0.9756
10547	-1.248
10548	-2.068
10549	-1.621
10550	-0.9104
10551	-1.667
10552	-1.876
10553	-0.9647
10554	-1.334
10555	-2.726
10556	-0.9697
10557	-1.21
10558	-0.7836
10559	-1.492
10560	-1.27
10561	-2.588
10562	-1.475
10563	-1.824
10564	-1.043
10565	-1.237
10566	-1.375
10567	-0.8962
10568	-0.9473
10569	-2.523
10570	-1.327
10571	-0.3724
10572	-1.411
10573	-1.885
10574	-0.676
10575	-1.307
10576	-0.5046
10577	-1.816
10578	-1.512
10579	-1.738
10580	-1.089
10581	-1.265
10582	-1.844
10583	-1.292
10584	-1.567
10585	-2.604
10586	-1.614
10587	-1.857
10588	-1.824
10589	-2.517
10590	-1.369
10591	-2.761
10592	-0.7472
10593	-1.736
10594	-1.632
10595	-1.822
10596	-1.393
10597	-0.5337
10598	-0.9874
10599	-1.755
10600	-1.264
10601	-1.79
10602	-1.385
10603	-1.03
10604	-1.988
10605	-0.8067
10606	-1.9
10607	-1.474
10608	-1.222
10609	-0.8656
10610	-1.086
10611	-1.27
10612	-1.629
10613	-1.938
10614	-1.702
10615	-2.261
10616	-1.769
10617	-1.647
10618	-1.146
10619	-1.937
10620	-0.7507
10621	-1.347
10622	-1.737
10623	-2.378
10624	-1.029
10625	-1.429
10626	-2.646
10627	-0.8065
10628	-0.6027
10629	-2.075
10630	-1.051
10631	-1.008
10632	-1.664
10633	-1.387
10634	-0.6286
10635	-0.7793
10636	-1.94
10637	-1.198
10638	-2.176
10639	-1.289
10640	-1.827
10641	-0.8981
10642	-1.697
10643	-1.059
10644	-1.532
10645	-0.9677
10646	-1.751
10647	-1.385
10648	-1.734
10649	-1.608
10650	-1.47
10651	-0.9341
10652	-2.001
10653	-1.946
10654	-2.635
10655	-1.431
10656	-1.469
10657	-1.516
10658	-2.728
10659	-2.067
10660	-1.856
10661	-2.504
10662	-0.816
10663	-2.916
10664	-2.234
10665	-1.032
10666	-1.236
10667	-1.317
10668	-2.628
10669	-1.298
10670	-2.85
10671	-1.212
10672	-0.7361
10673	-1.276
10674	-1.37
10675	-1.833
10676	-1.258
10677	-0.8594
10678	-3.132
10679	-1.416
10680	-1.344
10681	-2.13
10682	-1.737
10683	-2.547
10684	-1.703
10685	-1.565
10686	-0.7236
10687	-1.353
10688	-1.99
10689	-2.006
10690	-0.5578
10691	-1.949
10692	-0.7464
10693	-1.282
10694	-0.1164
10695	-1.197
10696	-1.299
10697	-2.21
10698	-0.7422
10699	-1.818
10700	-0.5523
10701	-1.29
10702	-1.128
10703	-1.258
10704	-2.454
10705	-1.43
10706	-0.9217
10707	-0.992
10708	-0.7657
10709	-1.219
10710	-1.586
10711	-0.814
10712	-1.649
10713	-0.7943
10714	-1.105
10715	-2.514
10716	-1.088
10717	-1.14
10718	-1.005
10719	-1.377
10720	-0.9526
10721	-2.543
10722	-1.181
10723	-2.344
10724	-1.197
10725	-1.452
10726	-0.6376
10727	-1.158
10728	-0.8413
10729	-1.27
10730	-1.462
10731	-2.425
10732	-1.738
10733	-0.8563
10734	-1.992
10735	-2.072
10736	-1.394
10737	-0.6976
10738	-1.933
10739	-1.45
10740	-1.532
10741	-0.8982
10742	-0.771
10743	-1.599
10744	-1.701
10745	-2.293
10746	-1.68
10747	-1.524
10748	-1.789
10749	-1.805
10750	-1.119
10751	-1.483
10752	-1.655
10753	-1.855
10754	-0.6857
10755	-2.177
10756	-0.4445
10757	-0.6902
10758	0.1438
10759	-2.307
10760	-1.202
10761	-1.684
10762	-0.922
10763	-2.347
10764	-2.516
10765	-0.9696
10766	-2.164
10767	-2.079
10768	-0.6209
10769	-1.947
10770	-1.248
10771	-0.5713
10772	-1.502
10773	-0.5037
10774	-2.128
10775	-1.97
10776	-1.245
10777	-1.071
10778	-1.697
10779	-1.084
10780	-3.071
10781	-1.949
10782	-2.014
10783	-2.351
10784	-0.8819
10785	-1.772
10786	-1.533
10787	-0.8573
10788	-1.612
10789	-2.586
10790	-1.886
10791	-1.63
10792	-0.9131
10793	-0.8686
10794	-1.905
10795	-1.538
10796	-1.599
10797	-1.148
10798	-1.408
10799	-2.251
10800	-2.316
10801	-1.965
10802	-1.487
10803	-1.66
10804	-2.596
10805	-1.069
10806	-1.629
10807	-1.631
10808	-1.55
10809	-1.985
10810	-2.021
10811	-1.707
10812	0.01396
10813	-2.161
10814	-1.677
10815	-1.271
10816	-2.396
10817	-1.495
10818	-0.8468
10819	-1.362
10820	-2.477
10821	-1.479
10822	-1.422
10823	-3.081
10824	-1.799
10825	-0.9381
10826	-1.798
10827	-1.89
10828	-2.036
10829	-2.006
10830	-1.879
10831	-1.568
10832	-0.3275
10833	-1.401
10834	-2.033
10835	-1.5
10836	-2.288
10837	-1.424
10838	-0.7607
10839	-1.396
10840	-1.457
10841	-0.7967
10842	-1.733
10843	-1.234
10844	-0.4918
10845	-1.512
10846	-1.68
10847	-2.609
10848	-0.8339
10849	-0.4365
10850	-0.6492
10851	-1.213
10852	-1.712
10853	-1.566
10854	-1.231
10855	-1.448
10856	-1.615
10857	-1.371
10858	-2.14
10859	-1.219
10860	-1.497
10861	-1.697
10862	-0.8981
10863	-2.11
10864	-1.434
10865	-1.77
10866	-1.322
10867	-0.7381
10868	-1.828
10869	-0.9074
10870	-2.298
10871	-1.093
10872	-1.641
10873	-2.222
10874	-1.967
10875	-1.835
10876	-1.613
10877	-2.305
10878	-1.709
10879	-1.663
10880	-1.743
10881	-1.433
10882	-0.9733
10883	-1.814
10884	-1.271
10885	-2.21
10886	-1.011
10887	-1.739
10888	-1.292
10889	-2.005
10890	-1.404
10891	-1.604
10892	-1.301
10893	-1.244
10894	-1.483
10895	-1.443
10896	-1.587
10897	-1.092
10898	-1.134
10899	-1.269
10900	-0.5777
10901	-2.468
10902	-1.596
10903	-1.18
10904	-0.8762
10905	-1.769
10906	-2.076
10907	-2.064
10908	-1.274
10909	-1.558
10910	-2.697
10911	-0.7862
10912	-2.254
10913	-2.288
10914	-1.082
10915	-1.35
10916	-2.297
10917	-1.395
10918	-1.168
10919	-1.075
10920	-1.531
10921	-1.665
10922	-1.51
10923	-1.428
10924	-1.711
10925	-2.179
10926	-1.797
10927	-2.463
10928	-1.511
10929	-1.086
10930	-2.013
10931	-2.254
10932	-1.305
10933	-1.633
10934	-1.282
10935	-1.161
10936	-1.517
10937	-1.321
10938	-1.162
10939	-2.639
10940	-1.954
10941	-1.494
10942	-1.783
10943	-1.05
10944	-1.533
10945	-0.4691
10946	-1.976
10947	-1.293
10948	-1.814
10949	-0.5522
10950	-2.161
10951	-1.906
10952	-2.041
10953	-3.215
10954	-1.262
10955	-1.405
10956	-2.124
10957	-1.446
10958	-1.673
10959	-1.425
10960	-1.857
10961	-1.915
10962	-2.132
10963	-0.5978
10964	-0.6184
10965	-1.722
10966	-1.59
10967	-1.727
10968	-2.265
10969	-1.276
10970	-2.003
10971	-0.7053
10972	-1.858
10973	-1.084
10974	-1.65
10975	-1.75
10976	-1.166
10977	-1.592
10978	-1.574
10979	-1.357
10980	-1.436
10981	-1.777
10982	-1.016
10983	-2.228
10984	-0.2686
10985	-1.345
10986	-2.661
10987	-2.406
10988	-1.842
10989	-2.769
10990	-1.005
10991	-2.187
10992	-1.9
10993	-2.036
10994	-2.346
10995	-1.097
10996	-1.992
10997	-2.376
10998	-1.131
10999	-2.878
11000	-1.003
1001	-0.8975
1002	-1.639
1003	-2.055
1004	-1.342
1005	-0.9885
1006	-1.464
1007	-1.787
1008	-1.557
1009	-1.34
1010	-1.195
1011	-1.416
1012	-1.247
1013	-1.08
1014	-1.226
1015	-1.449
1016	-1.47
1017	-1.733
1018	-1.287
1019	-1.217
1020	-1.381
1021	-1.351
1022	-2.051
1023	-1.268
1024	-1.208
1025	-1.553
1026	-1.225
1027	-1.165
1028	-1.455
1029	-1.421
1030	-1.254
1031	-1.528
1032	-1.145
1033	-0.5559
1034	-1.443
1035	-1.086
1036	-1.469
1037	-1.516
1038	-1.357
1039	-1.313
1040	-1.807
1041	-1.311
1042	-1.594
1043	-0.7693
1044	-1.212
1045	-1.603
1046	-1.31
1047	-1.4
1048	-1.334
1049	-1.361
1050	-1.203
1051	-1.32
1052	-1.418
1053	-1.041
1054	-1.403
1055	-1.664
